Susan sent my dad 's son 's friend 's brother 's doctor 's teacher 's dad the button .	Susan kept my dad 's son 's friend 's brother 's doctor 's teacher 's dad the button .
Joseph bought your grandmother 's doctor 's father 's husband 's daughter 's dentist 's teacher the book .	Joseph shook your grandmother 's doctor 's father 's husband 's daughter 's dentist 's teacher the book .
Kristen gave your doctor 's dentist 's friend 's son 's boss 's brother 's father the bicycle .	Kristen cleaned your doctor 's dentist 's friend 's son 's boss 's brother 's father the bicycle .
Amelia bought your son 's husband 's husband 's mother 's dentist 's boss 's boss the book .	Amelia held your son 's husband 's husband 's mother 's dentist 's boss 's boss the book .
your boss gave my mother 's daughter 's brother 's wife 's boss 's friend 's doctor the spoon .	your boss cleaned my mother 's daughter 's brother 's wife 's boss 's friend 's doctor the spoon .
my dentist bought my teacher 's husband 's mother 's grandmother 's daughter 's grandmother 's father the car .	my dentist dropped my teacher 's husband 's mother 's grandmother 's daughter 's grandmother 's father the car .
the dancer gave your sister 's dentist 's boss 's grandmother 's grandmother 's teacher 's dad the car .	the dancer cleaned your sister 's dentist 's boss 's grandmother 's grandmother 's teacher 's dad the car .
the teacher showed your husband 's dentist 's dentist 's mom 's doctor 's dentist 's dad the window .	the teacher lost your husband 's dentist 's dentist 's mom 's doctor 's dentist 's dad the window .
my boss sent my grandmother 's mom 's son 's husband 's father 's doctor 's mother the chair .	my boss dropped my grandmother 's mom 's son 's husband 's father 's doctor 's mother the chair .
my cousin bought my teacher 's daughter 's dad 's father 's daughter 's dad 's doctor the crayon .	my cousin moved my teacher 's daughter 's dad 's father 's daughter 's dad 's doctor the crayon .
the customer showed my cousin 's mother 's sister 's doctor 's wife 's son 's daughter the bowl .	the customer moved my cousin 's mother 's sister 's doctor 's wife 's son 's daughter the bowl .
Noah showed your boss 's mother 's son 's wife 's daughter 's friend 's doctor the chair .	Noah held your boss 's mother 's son 's wife 's daughter 's friend 's doctor the chair .
your cousin sent your daughter 's mom 's grandmother 's wife 's friend 's sister 's mom the plate .	your cousin shook your daughter 's mom 's grandmother 's wife 's friend 's sister 's mom the plate .
Steve sent your friend 's daughter 's mom 's cousin 's doctor 's mom 's doctor the chair .	Steve moved your friend 's daughter 's mom 's cousin 's doctor 's mom 's doctor the chair .
your teacher gave my father 's daughter 's dentist 's cousin 's mom 's mom 's wife the door .	your teacher cleaned my father 's daughter 's dentist 's cousin 's mom 's mom 's wife the door .
Rebecca sent my daughter 's grandmother 's friend 's father 's dad 's son 's friend the toy .	Rebecca cleaned my daughter 's grandmother 's friend 's father 's dad 's son 's friend the toy .
Frank gave my doctor 's grandmother 's doctor 's teacher 's dad 's boss 's mom the plane .	Frank cleaned my doctor 's grandmother 's doctor 's teacher 's dad 's boss 's mom the plane .
my doctor bought your dentist 's doctor 's mother 's dad 's father 's friend 's mom the plane .	my doctor cleaned your dentist 's doctor 's mother 's dad 's father 's friend 's mom the plane .
your teacher sent your friend 's doctor 's doctor 's brother 's grandmother 's grandmother 's boss the boat .	your teacher shook your friend 's doctor 's doctor 's brother 's grandmother 's grandmother 's boss the boat .
Leslie gave your boss 's son 's dentist 's mom 's grandmother 's doctor 's sister the cup .	Leslie dropped your boss 's son 's dentist 's mom 's grandmother 's doctor 's sister the cup .
your boss showed my friend 's friend 's dentist 's mother 's mom 's cousin 's friend the couch .	your boss shook my friend 's friend 's dentist 's mother 's mom 's cousin 's friend the couch .
the customer sent your daughter 's brother 's mom 's doctor 's brother 's mother 's daughter the bag .	the customer moved your daughter 's brother 's mom 's doctor 's brother 's mother 's daughter the bag .
your friend bought your grandmother 's mother 's teacher 's brother 's daughter 's dentist 's mom the bed .	your friend lost your grandmother 's mother 's teacher 's brother 's daughter 's dentist 's mom the bed .
the teacher gave your doctor 's son 's sister 's husband 's dad 's sister 's son the plate .	the teacher held your doctor 's son 's sister 's husband 's dad 's sister 's son the plate .
Carol sent my grandmother 's grandmother 's brother 's mom 's husband 's friend 's brother the crayon .	Carol moved my grandmother 's grandmother 's brother 's mom 's husband 's friend 's brother the crayon .
the person showed my daughter 's husband 's wife 's boss 's father 's dentist 's boss the bed .	the person lost my daughter 's husband 's wife 's boss 's father 's dentist 's boss the bed .
Nina bought my daughter 's dad 's grandmother 's teacher 's cousin 's father 's cousin the mirror .	Nina kept my daughter 's dad 's grandmother 's teacher 's cousin 's father 's cousin the mirror .
the adult showed your dentist 's father 's sister 's mom 's dentist 's friend 's daughter the box .	the adult shook your dentist 's father 's sister 's mom 's dentist 's friend 's daughter the box .
David gave your doctor 's grandmother 's friend 's sister 's brother 's friend 's son the candle .	David shook your doctor 's grandmother 's friend 's sister 's brother 's friend 's son the candle .
my cousin gave my husband 's mother 's son 's brother 's grandmother 's husband 's sister the dish .	my cousin lost my husband 's mother 's son 's brother 's grandmother 's husband 's sister the dish .
the dentist showed my sister 's friend 's dad 's grandmother 's mother 's mother 's husband the crayon .	the dentist lost my sister 's friend 's dad 's grandmother 's mother 's mother 's husband the crayon .
the dentist sent my wife 's father 's son 's mom 's mother 's dad 's cousin the couch .	the dentist held my wife 's father 's son 's mom 's mother 's dad 's cousin the couch .
the dancer sent your grandmother 's grandmother 's dentist 's husband 's dentist 's mother 's husband the bed .	the dancer held your grandmother 's grandmother 's dentist 's husband 's dentist 's mother 's husband the bed .
Steven sent my wife 's grandmother 's mom 's doctor 's daughter 's mother 's grandmother the couch .	Steven held my wife 's grandmother 's mom 's doctor 's daughter 's mother 's grandmother the couch .
my boss gave my cousin 's cousin 's mother 's father 's mother 's grandmother 's dentist the rug .	my boss shook my cousin 's cousin 's mother 's father 's mother 's grandmother 's dentist the rug .
your cousin sent your cousin 's son 's mother 's doctor 's dentist 's grandmother 's friend the bed .	your cousin lost your cousin 's son 's mother 's doctor 's dentist 's grandmother 's friend the bed .
your friend showed my daughter 's cousin 's cousin 's cousin 's dad 's dentist 's father the toy .	your friend cleaned my daughter 's cousin 's cousin 's cousin 's dad 's dentist 's father the toy .
Sara bought your boss 's daughter 's son 's brother 's doctor 's mother 's teacher the hat .	Sara cleaned your boss 's daughter 's son 's brother 's doctor 's mother 's teacher the hat .
Amy gave my doctor 's wife 's husband 's mother 's father 's friend 's son the cup .	Amy cleaned my doctor 's wife 's husband 's mother 's father 's friend 's son the cup .
Naomi bought my dentist 's wife 's mom 's son 's boss 's father 's father the door .	Naomi held my dentist 's wife 's mom 's son 's boss 's father 's father the door .
your boss showed your wife 's dentist 's mother 's cousin 's father 's mom 's dad the chair .	your boss cleaned your wife 's dentist 's mother 's cousin 's father 's mom 's dad the chair .
the dentist bought my teacher 's daughter 's son 's husband 's mom 's father 's daughter the boat .	the dentist kept my teacher 's daughter 's son 's husband 's mom 's father 's daughter the boat .
Andrew showed my cousin 's daughter 's daughter 's dad 's mother 's dad 's doctor the rug .	Andrew cleaned my cousin 's daughter 's daughter 's dad 's mother 's dad 's doctor the rug .
my friend sent your sister 's sister 's cousin 's teacher 's husband 's teacher 's cousin the boat .	my friend moved your sister 's sister 's cousin 's teacher 's husband 's teacher 's cousin the boat .
Wendy bought your boss 's cousin 's mom 's brother 's doctor 's mother 's wife the book .	Wendy kept your boss 's cousin 's mom 's brother 's doctor 's mother 's wife the book .
Nicole bought your husband 's cousin 's mom 's boss 's mother 's dentist 's father the hat .	Nicole dropped your husband 's cousin 's mom 's boss 's mother 's dentist 's father the hat .
the teacher showed your mother 's wife 's grandmother 's mom 's friend 's daughter 's teacher the doll .	the teacher shook your mother 's wife 's grandmother 's mom 's friend 's daughter 's teacher the doll .
the customer sent your dentist 's teacher 's cousin 's mother 's grandmother 's grandmother 's grandmother the car .	the customer kept your dentist 's teacher 's cousin 's mother 's grandmother 's grandmother 's grandmother the car .
your teacher sent my brother 's wife 's friend 's wife 's brother 's cousin 's boss the bowl .	your teacher moved my brother 's wife 's friend 's wife 's brother 's cousin 's boss the bowl .
the child gave your brother 's daughter 's wife 's mom 's mom 's mom 's cousin the glass .	the child lost your brother 's daughter 's wife 's mom 's mom 's mom 's cousin the glass .
Steven gave my daughter 's boss 's father 's doctor 's teacher 's brother 's friend the hat .	Steven moved my daughter 's boss 's father 's doctor 's teacher 's brother 's friend the hat .
the person sent my teacher 's grandmother 's friend 's dentist 's cousin 's sister 's boss the box .	the person cleaned my teacher 's grandmother 's friend 's dentist 's cousin 's sister 's boss the box .
the person gave your husband 's friend 's cousin 's mother 's mother 's sister 's grandmother the mirror .	the person shook your husband 's friend 's cousin 's mother 's mother 's sister 's grandmother the mirror .
my dentist sent my doctor 's boss 's mother 's sister 's son 's father 's mother the spoon .	my dentist shook my doctor 's boss 's mother 's sister 's son 's father 's mother the spoon .
the dancer showed my son 's doctor 's doctor 's sister 's brother 's sister 's daughter the hat .	the dancer dropped my son 's doctor 's doctor 's sister 's brother 's sister 's daughter the hat .
Amelia sent your boss 's brother 's brother 's husband 's mother 's friend 's dentist the box .	Amelia shook your boss 's brother 's brother 's husband 's mother 's friend 's dentist the box .
Renee showed my mom 's sister 's grandmother 's friend 's doctor 's sister 's dad the dish .	Renee kept my mom 's sister 's grandmother 's friend 's doctor 's sister 's dad the dish .
April gave your friend 's wife 's brother 's teacher 's doctor 's son 's husband the crayon .	April shook your friend 's wife 's brother 's teacher 's doctor 's son 's husband the crayon .
Nancy bought your father 's husband 's daughter 's boss 's grandmother 's mother 's dad the picture .	Nancy lost your father 's husband 's daughter 's boss 's grandmother 's mother 's dad the picture .
